Patent
6317433
6004150
5852655
5898761
6014431
6114897
6239672
6282273
6434700
5770950
5751710
6118791
6188698
6226266
6400681
6424624
6175570
6181711
6335990
5952741
5854901
6151390
6570869
5799017
5864542
5905726
6345051
5793987
6163824
6181708
5691997
5742649
6091725
6343072
6377577
6385208
6389506
6108655
6205465
6226788
6301613
6327618
6505228
6769124
5805595
6052379
6141377
6292491
6546024
6678282
6167027
5740171
5796732
6147993
6151325
6286039
5666353
5970067
5999524
6028858
6272351
6501768
5898688
6078504
5737635
5953345
6047308
6222822
6101399
6044081
6304576
6807185
7701924
6061348
6115374
6430191
6853638
6308219
6438102
6463485
6483850
6512769
6967961
6091732
6438133
6081419
5959968
6188694
6643260
6128761
6219416
6256323
6341132
6415061
6704866
5930294
6073233
6088754
6128313
6175603
6466592
6580723
6535505
6584108
6611531
6763017
7009962
7339924
6647028
6252855
6446122
6700890
6810040
6829242
6259677
6205487
6212569
6473424
7031333
5987034
6144658
6148347
5834925
6212182
6144637
6370119
6081006
5918019
6073176
6298055
6381221
6256309
6023733
6065062
6131117
6246669
6072773
5973628
6339595
6526056
6101115
6434612
5835036
5991302
6134690
6304575
6356548
5898687
6330645
5905781
6473798
6349092
6236658
6067573
6330221
6075769
6587436
5729546
5787070
5991300
6295296
6430155
5898691
6470013
6011851
6061431
6188760
6240084
6275574
6333931
6418125
6603774
6775265
6904037
6407985
6628624
5959989
5991817
6182224
6111877
6157641
6212183
6314110
6512766
6269452
6119231
6295557
6366558
6055364
6078590
6182147
6515967
6286084
6765928
6223053
5835494
5838915
6034945
6201813
6487202
5852607
5872783
6128296
7020712
6845102
6408347
6115386
6370121
6111893
5926475
5632021
6101599
6119215
6182267
6195739
6226771
6513108
6006110
6144711
6158041
6192026
6463096
6088430
6160843
6163599
6278728
6366644
6385203
5678006
5765032
5838994
6636484
6704308
7233600
6138019
6266705
5732079
6591374
6026464
6073199
5742604
5764636
5812618
5822383
5896427
6141348
6532215
5859550
5764641
6463068
5999565
6252878
6311275
6396833
6205182
5787255
5793763
6240461
6510154
5989060
6006268
6061349
6104717
6108300
6473406
6285960
6588016
6775840
5802042
6304546
6434120
6219706
6157957
6058114
6185222
6430153
6477174
6526060
6870847
5835725
6611624
6128512
6295551
5883893
5987030
5884043
5898713
5983272
6094708
6311226
6711178
6400476
6381245
6535520
5909550
5917820
5964841
6697360
5918022
6132306
6215982
6324185
6487591
5938324
5940390
6115751
6040834
5943604
6321255
5945814
5947773
6366587
6438678
5950205
6532493
6539237
6049834
5961619
6108312
6178176
6317236
5974051
5982655
6229727
6008805
6278708
6292495
6292516
6738814
6324177
6445704
6012056
6216244
6626953
6032194
6167445
6202114
6286052
6035105
6920112
6032253
6065027
6175915
6192491
6038318
6038322
6151395
6038694
6049833
6122276
6128662
6052012
6081106
6054942
6058117
7246168
6115385
6065980
6154371
5867666
6330599
6085237
6092214
6097718
6101169
6385747
6243667
6308148
6889181
6920562
6108801
6388989
6480531
6650632
6707792
6115226
6119160
6212561
6253327
6263369
6324585
6381646
6385653
6427170
6442165
6490289
6490290
6917617
6427174
6243749
6718376
7739159
6121693
6122272
6356530
6862284
6178160
6122639
6243088
6295527
6128656
6330600
6131163
6484261
6134709
7043537
6208649
6785274
6147996
6154743
6269096
6522668
6351454
6178429
6181572
6182119
6393473
6185106
6493317
6195107
6332172
6195385
6965608
6195705
6202090
6205477
6292832
6298381
6446121
6209054
6256699
6615257
6230241
6283770
6421720
6466548
6466550
6360255
6249838
6250936
6553117
7116707
6266539
6272120
6275797
6390320
6285364
6370141
6870828
6286048
6460146
6115468
6134666
6282546
6301668
6324656
6415321
6499107
6304905
6314105
6618358
6347339
6754224
6373838
6418543
6424649
6430159
6430196
6438606
6445697
6445715
6446230
6700872
6144987
6470453
6484175
6640269
6721824
6487214
6502192
6507563
6507855
6510156
6320845
6519635
6697378
6523060
6529498
6563798
6600724
6728839
6549882
5999540
6560196
6577996
6597694
6628304
6684237
6700891
6735625
6141687
6778545
6985477
6247072
