"FIT ID","No.","Post Code","Technology","Installation","kW","Commission","Export","Tariff","Country","GO Region","Local Authority","Related ID","Generator Name"
" FIT00393533"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.38 "," 2012-11-26"," Deemed "," PV-R/0-4/04H "," England"," Yorks & Humber "," Doncaster "," MCS-00425874-T ","  "
" FIT00342304"," 1"," WD3 "," Photovoltaic "," Domestic"," 0.38 "," 2011-11-29"," Deemed "," PV-R/0-4/03 H "," England"," East of England "," Three Rivers "," MCS-00346482-Y ","  "
" FIT00362409"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.38 "," 2012-10-09"," Deemed "," PV-R/0-4/03H-3 "," England"," East of England "," Colchester "," MCS-00407212-V ","  "
" FIT00147258"," 1"," HR6 "," Photovoltaic "," Domestic"," 0.38 "," 2011-02-15"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Herefordshire, County of "," MCS-00038124-N ","  "
" FIT00417774"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.38 "," 2013-02-28"," Deemed "," PV-N/0-4/04H-2 "," England"," Yorks & Humber "," Doncaster "," MCS-00448342-Q ","  "
" FIT00355231"," 1"," KT21 "," Photovoltaic "," Domestic"," 0.38 "," 2012-05-25"," Deemed "," PV-N/0-4/03 H "," England"," South East "," Mole Valley "," MCS-00347589-G ","  "
" FIT00341297"," 1"," WD3 "," Photovoltaic "," Domestic"," 0.38 "," 2011-11-29"," Deemed "," PV-R/0-4/03 H "," England"," East of England "," Three Rivers "," MCS-00346458-B ","  "
" FIT00396325"," 1"," KT16 "," Photovoltaic "," Domestic"," 0.38 "," 2012-08-24"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Runnymede "," MCS-00400536-F ","  "
" FIT00611674"," 1"," KT16 "," Photovoltaic "," Domestic"," 0.38 "," 2012-08-24"," Deemed "," PV-N/0-4/04H-1 "," England"," South East "," Runnymede "," MCS-00419691-G ","  "
" FIT00394934"," 1"," BS27 "," Photovoltaic "," Domestic"," 0.38 "," 2012-05-18"," Deemed "," PV-R/0-4/04H-1 "," England"," South West "," Sedgemoor "," MCS-00343667-R ","  "
" FIT00147227"," 1"," HR6 "," Photovoltaic "," Domestic"," 0.38 "," 2011-02-15"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Herefordshire, County of "," MCS-00038130-N ","  "
" FIT00292567"," 1"," BB7 "," Photovoltaic "," Domestic"," 0.38 "," 2011-09-12"," Deemed "," PV-N/0-4/03 H "," England"," North West "," Ribble Valley "," MCS-00119813-J ","  "
" FIT00327989"," 1"," BB7 "," Photovoltaic "," Domestic"," 0.38 "," 2011-09-12"," Deemed "," PV-N/0-4/03H-2 "," England"," North West "," Ribble Valley "," MCS-00119819-D ","  "
" FIT00405867"," 1"," KT16 "," Photovoltaic "," Domestic"," 0.38 "," 2012-08-24"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," Runnymede "," MCS-00400541-W ","  "
" FIT00333732"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.38 "," 2012-04-16"," Deemed "," PV-N/0-4/03 H "," England"," Yorks & Humber "," Doncaster "," MCS-00314580-V ","  "
" FIT00348962"," 1"," SG7 "," Photovoltaic "," Domestic"," 0.38 "," 2012-04-10"," Deemed "," PV-R/0-4/03H-3 "," England"," East of England "," North Hertfordshire "," MCS-00324049-K ","  "
" FIT00529474"," 1"," SG7 "," Photovoltaic "," Domestic"," 0.38 "," 2012-04-10"," Deemed "," PV-N/0-4/05H "," England"," East of England "," North Hertfordshire "," MCS-00324050-X ","  "
" FIT00342264"," 1"," WD3 "," Photovoltaic "," Domestic"," 0.38 "," 2011-11-29"," Deemed "," PV-R/0-4/03 H "," England"," East of England "," Three Rivers "," MCS-00346470-D ","  "
" FIT00274818"," 1"," EX13 "," Photovoltaic "," Domestic"," 0.38 "," 2012-02-27"," Deemed "," PV-R/0-4/02 "," England"," South West "," East Devon "," MCS-00286730-K ","  "
" FIT00397265"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.38 "," 2013-02-28"," Deemed "," PV-N/0-4/04H-1 "," England"," Yorks & Humber "," Doncaster "," MCS-00448324-T ","  "
" FIT00533325"," 1"," SG7 "," Photovoltaic "," Domestic"," 0.38 "," 2012-04-10"," Deemed "," PV-R/0-4/05H-2 "," England"," East of England "," North Hertfordshire "," MCS-00324045-K ","  "
" FIT00342258"," 1"," WD3 "," Photovoltaic "," Domestic"," 0.38 "," 2011-11-29"," Deemed "," PV-R/0-4/03 H "," England"," East of England "," Three Rivers "," MCS-00346486-X ","  "
" FIT00142609"," 1"," CA15 "," Photovoltaic "," Domestic"," 0.38 "," 2011-10-24"," Deemed "," PV-R/0-4/02 "," England"," North West "," Allerdale "," MCS-00153473-T ","  "
" FIT00341915"," 1"," WD3 "," Photovoltaic "," Domestic"," 0.38 "," 2011-11-29"," Deemed "," PV-R/0-4/03 H "," England"," East of England "," Three Rivers "," MCS-00346491-C ","  "
" FIT00392971"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.38 "," 2012-10-09"," Deemed "," PV-N/0-4/04H "," England"," East of England "," Colchester "," MCS-00407225-M ","  "
" FIT00428675"," 1"," S64 "," Photovoltaic "," Domestic"," 0.38 "," 2013-03-12"," Deemed "," PV-N/0-4/04H-2 "," England"," Yorks & Humber "," Doncaster "," MCS-00453601-I ","  "
" FIT00271703"," 1"," EX10 "," Photovoltaic "," Domestic"," 0.38 "," 2012-03-02"," Deemed "," PV-R/0-4/02 "," England"," South West "," East Devon "," MCS-00304973-B ","  "
" FIT00699705"," 1"," TN25 "," Photovoltaic "," Domestic"," 0.39 "," 2011-04-14"," Deemed "," PV-N/0-4/06H-1 "," England"," South East "," Ashford "," MCS-00050192-Q ","  "
" FIT00507394"," 1"," CV8 "," Photovoltaic "," Domestic"," 0.39 "," 2014-07-14"," Deemed "," PV-R/0-4/05H-1 "," England"," West Midlands "," Warwick "," MCS-00645021-C ","  "
" FIT00374967"," 1"," E4 "," Photovoltaic "," Domestic"," 0.39 "," 2011-10-27"," Deemed "," PV-R/0-4/02 R "," England"," East of England "," Epping Forest "," MCS-00162142-G ","  "
" FIT00699705"," 1"," TN25 "," Photovoltaic "," Domestic"," 0.39 "," 2011-04-14"," Deemed "," PV-N/0-4/06H-1 "," England"," South East "," Ashford "," MCS-00050192-Q ","  "
" FIT00012577"," 1"," TA21 "," Photovoltaic "," Domestic"," 0.4 "," 2009-08-18"," Deemed "," PV-N/0-4/01 "," England"," South West "," Taunton Deane "," MCS-00009207-J ","  "
" FIT00018505"," 1"," NW5 "," Photovoltaic "," Domestic"," 0.4 "," 2010-03-18"," Deemed "," PV-R/0-4/01 "," England"," London "," Camden "," R03545RWEN ","  "
" FIT00032342"," 1"," Unk "," Wind "," Domestic"," 0.4 "," 2010-12-17"," Deemed "," WD/0-1.5/01 "," England"," South West "," Cornwall "," MCS-00028236-P ","  "
" FIT00100462"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-12"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112506-E ","  "
" FIT00100468"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-12"," Deemed "," PV-R/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112509-B ","  "
" FIT00100478"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-12"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112510-W ","  "
" FIT00100487"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-12"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112511-C ","  "
" FIT00100492"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-12"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112512-V ","  "
" FIT00100498"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-13"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112513-A ","  "
" FIT00100509"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-13"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112514-T ","  "
" FIT00100514"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-13"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112515-T ","  "
" FIT00100521"," 1"," Unk "," Photovoltaic "," Domestic"," 0.4 "," 2011-09-13"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Cardiff "," MCS-00112516-C ","  "
" FIT00155215"," 1"," YO23 "," Photovoltaic "," Commercial"," 0.4 "," 2011-11-30"," Deemed "," PV/R-SA/02 "," England"," Yorks & Humber "," York "," MCS-00177312-W ","  "
" FIT00245199"," 1"," CM17 "," Photovoltaic "," Domestic"," 0.4 "," 2012-02-22"," Deemed "," PV-R/0-4/02 "," England"," East of England "," Harlow "," MCS-00278991-P ","  "
" FIT00354250"," 1"," G64 "," Photovoltaic "," Domestic"," 0.4 "," 2012-07-12"," Deemed "," PV-N/0-4/03 H "," Scotland"," N/A "," East Dunbartonshire "," MCS-00370298-M ","  "
" FIT00354465"," 1"," G64 "," Photovoltaic "," Domestic"," 0.4 "," 2012-07-12"," Deemed "," PV-N/0-4/03 H "," Scotland"," N/A "," East Dunbartonshire "," MCS-00370305-M ","  "
" FIT00416396"," 1"," S64 "," Photovoltaic "," Domestic"," 0.4 "," 2013-05-16"," Deemed "," PV-N/0-4/04H-2 "," England"," Yorks & Humber "," Doncaster "," MCS-00479832-E ","  "
" FIT00417935"," 1"," CB25 "," Photovoltaic "," Domestic"," 0.4 "," 2012-07-26"," Deemed "," PV-N/0-4/03H-3 "," England"," East of England "," East Cambridgeshire "," MCS-00382399-Y ","  "
" FIT00431654"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.4 "," 2013-07-08"," Deemed "," PV-N/0-4/04H-3 "," England"," Yorks & Humber "," Doncaster "," MCS-00497345-B ","  "
" FIT00434159"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.4 "," 2013-08-16"," Deemed "," PV-R/0-4/04H-3 "," England"," Yorks & Humber "," Doncaster "," MCS-00507197-K ","  "
" FIT00469146"," 1"," HA6 "," Photovoltaic "," Domestic"," 0.4 "," 2013-10-24"," Deemed "," PV-N/0-4/04H-4 "," England"," East of England "," Three Rivers "," MCS-00542798-J ","  "
" FIT00476533"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.4 "," 2013-10-17"," Deemed "," PV-R/0-4/04H-4 "," England"," Yorks & Humber "," Doncaster "," MCS-00538136-B ","  "
" FIT00484716"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2013-08-28"," Deemed "," PV-N/0-4/05M "," England"," East Midlands "," Daventry "," MCS-00509583-F ","  "
" FIT00484737"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2013-08-28"," Deemed "," PV-N/0-4/05M "," England"," East Midlands "," Daventry "," MCS-00509570-E ","  "
" FIT00506707"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2014-01-11"," Deemed "," PV-R/0-4/05H "," England"," East Midlands "," Daventry "," MCS-00607914-K ","  "
" FIT00506709"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2014-01-14"," Deemed "," PV-R/0-4/05M "," England"," East Midlands "," Daventry "," MCS-00607917-U ","  "
" FIT00506735"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2013-12-19"," Deemed "," PV-R/0-4/05H "," England"," East Midlands "," Daventry "," MCS-00607910-O ","  "
" FIT00536960"," 1"," SW16 "," Photovoltaic "," Domestic"," 0.4 "," 2014-08-14"," Deemed "," PV-N/0-4/05H-2 "," England"," London "," Merton "," MCS-00660402-P ","  "
" FIT00538687"," 1"," SO24 "," Photovoltaic "," Domestic"," 0.4 "," 2013-04-25"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," East Hampshire "," MCS-00467455-G ","  "
" FIT00568996"," 1"," SW16 "," Photovoltaic "," Domestic"," 0.4 "," 2014-08-14"," Deemed "," PV-N/0-4/05H-3 "," England"," London "," Merton "," MCS-00660412-X ","  "
" FIT00591955"," 1"," SW16 "," Photovoltaic "," Domestic"," 0.4 "," 2014-08-14"," Deemed "," PV-N/0-4/05H-3 "," England"," London "," Merton "," MCS-00660103-G ","  "
" FIT00635182"," 1"," SW16 "," Photovoltaic "," Domestic"," 0.4 "," 2014-08-14"," Deemed "," PV-N/0-4/06H-1 "," England"," London "," Merton "," MCS-00660405-L ","  "
" FIT00750670"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2014-01-11"," Deemed "," PV-R/0-4/06H-2 "," England"," East Midlands "," Daventry "," MCS-00607916-D ","  "
" FIT00750754"," 1"," NN11 "," Photovoltaic "," Domestic"," 0.4 "," 2014-01-10"," Deemed "," PV-R/0-4/06H-2 "," England"," East Midlands "," Daventry "," MCS-00607913-B ","  "
" FIT00759199"," 1"," DN4 "," Photovoltaic "," Domestic"," 0.4 "," 2013-02-09"," Deemed "," PV-N/0-4/06H-FR "," England"," Yorks & Humber "," Doncaster "," MCS-00479511-K ","  "
" FIT00759262"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.4 "," 2016-03-15"," Deemed "," PV-N/0-4/06L-FR "," England"," East of England "," Colchester "," MCS-00967370-H ","  "
" FIT00775642"," 1"," GL52 "," Photovoltaic "," Domestic"," 0.4 "," 2016-06-07"," Deemed "," PV-N/0-4/07H-1 "," England"," South West "," Cheltenham "," MCS-00981000-D ","  "
" FIT00777525"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.4 "," 2016-06-17"," Deemed "," PV-N/0-4/07H-2 "," England"," East of England "," Colchester "," MCS-00985279-E ","  "
" FIT00780620"," 1"," GL52 "," Photovoltaic "," Domestic"," 0.4 "," 2016-06-24"," Deemed "," PV-N/0-4/07H-1 "," England"," South West "," Cheltenham "," MCS-00981005-G ","  "
" FIT00074624"," 1"," M28 "," Photovoltaic "," Domestic"," 0.41 "," 2011-06-13"," Deemed "," PV-R/0-4/02 "," England"," North West "," Salford "," MCS-00079092-M ","  "
" FIT00119981"," 1"," YO12 "," Photovoltaic "," Domestic"," 0.41 "," 2011-11-08"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Scarborough "," MCS-00148313-D ","  "
" FIT00120278"," 1"," Unk "," Photovoltaic "," Domestic"," 0.41 "," 2011-11-08"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Scarborough "," MCS-00148277-D ","  "
" FIT00120296"," 1"," Unk "," Photovoltaic "," Domestic"," 0.41 "," 2011-11-08"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Scarborough "," MCS-00148307-I ","  "
" FIT00120309"," 1"," Unk "," Photovoltaic "," Domestic"," 0.41 "," 2011-11-08"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Scarborough "," MCS-00148297-I ","  "
" FIT00120314"," 1"," Unk "," Photovoltaic "," Domestic"," 0.41 "," 2011-11-08"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Scarborough "," MCS-00148295-I ","  "
" FIT00150042"," 1"," TN19 "," Photovoltaic "," Domestic"," 0.41 "," 2011-11-30"," Deemed "," PV-R/0-4/02 "," England"," South East "," Rother "," MCS-00195706-R ","  "
" FIT00262290"," 1"," YO12 "," Photovoltaic "," Domestic"," 0.41 "," 2012-02-23"," Deemed "," PV-R/0-4/02 R "," England"," Yorks & Humber "," Scarborough "," MCS-00285266-D ","  "
" FIT00276154"," 1"," YO12 "," Photovoltaic "," Domestic"," 0.41 "," 2012-02-22"," Deemed "," PV-N/0-4/03 H "," England"," Yorks & Humber "," Scarborough "," MCS-00285362-J ","  "
" FIT00287497"," 1"," YO12 "," Photovoltaic "," Commercial"," 0.41 "," 2012-02-22"," Deemed "," PV-N/0-4/02 R "," England"," Yorks & Humber "," Scarborough "," MCS-00285575-J ","  "
" FIT00299647"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.41 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00223910-I ","  "
" FIT00299663"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.41 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00224039-H ","  "
" FIT00362640"," 1"," SA67 "," Photovoltaic "," Domestic"," 0.41 "," 2011-08-17"," Deemed "," PV-R/0-4/03 H "," Wales"," N/A "," Pembrokeshire "," MCS-00116348-P ","  "
" FIT00009107"," 1"," OX18 "," Photovoltaic "," Domestic"," 0.42 "," 2008-10-14"," Std Tariff "," PV/EXGEN/01 "," England"," South East "," West Oxfordshire "," R03129RWEN "," Flat 3 1 Briary Court "
" FIT00027540"," 1"," CO11 "," Photovoltaic "," Domestic"," 0.42 "," 2011-01-15"," Deemed "," PV-R/0-4/01 "," England"," East of England "," Tendring "," MCS-00036910-H ","  "
" FIT00042382"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.42 "," 2010-12-31"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00055757-E ","  "
" FIT00121116"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133923-O ","  "
" FIT00121137"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133932-H ","  "
" FIT00121161"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133939-K ","  "
" FIT00121169"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133944-E ","  "
" FIT00121195"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133954-B ","  "
" FIT00121208"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133961-G ","  "
" FIT00121264"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133966-G ","  "
" FIT00121284"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133973-D ","  "
" FIT00121296"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133981-S ","  "
" FIT00121321"," 1"," Unk "," Photovoltaic "," Domestic"," 0.42 "," 2011-10-28"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00133987-X ","  "
" FIT00209901"," 1"," B92 "," Photovoltaic "," Domestic"," 0.42 "," 2011-06-08"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Solihull "," MCS-00095374-C ","  "
" FIT00219786"," 1"," B92 "," Photovoltaic "," Domestic"," 0.42 "," 2011-06-08"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Solihull "," MCS-00095377-B ","  "
" FIT00271725"," 1"," WD19 "," Photovoltaic "," Commercial"," 0.42 "," 2011-12-06"," Deemed "," PV-R/0-4/02 "," England"," East of England "," Watford "," MCS-00221485-C ","  "
" FIT00294650"," 1"," B92 "," Photovoltaic "," Domestic"," 0.42 "," 2011-06-08"," Deemed "," PV-R/0-4/03 H "," England"," West Midlands "," Solihull "," MCS-00095378-K ","  "
" FIT00443183"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.42 "," 2013-12-16"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00564012-V ","  "
" FIT00451241"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.42 "," 2013-10-25"," Deemed "," PV-N/0-4/04H-3 "," England"," North East "," Newcastle upon Tyne "," MCS-00540822-J ","  "
" FIT00563705"," 1"," YO12 "," Photovoltaic "," Domestic"," 0.42 "," 2012-02-01"," Deemed "," PV-N/0-4/05H-3 "," England"," Yorks & Humber "," Scarborough "," MCS-00266553-S ","  "
" FIT00732863"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.42 "," 2013-06-21"," Deemed "," PV-N/0-4/06H-2 "," England"," East of England "," Colchester "," MCS-00494754-D ","  "
" FIT00088252"," 1"," WR4 "," Photovoltaic "," Domestic"," 0.43 "," 2011-08-19"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Worcester "," MCS-00107027-N ","  "
" FIT00378982"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.43 "," 2012-12-11"," Deemed "," PV-R/0-4/03H-3 "," Scotland"," N/A "," Angus "," MCS-00425972-N ","  "
" FIT00758044"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.43 "," 2012-11-23"," Deemed "," PV-N/0-4/03H-3 "," Scotland"," N/A "," Angus "," MCS-00422573-M ","  "
" FIT00051458"," 1"," EH7 "," Photovoltaic "," Domestic"," 0.44 "," 2011-06-06"," Deemed "," PV-R/0-4/02 "," Scotland"," N/A "," Edinburgh, City of "," MCS-00075878-D ","  "
" FIT00290740"," 1"," Unk "," Photovoltaic "," Domestic"," 0.44 "," 2012-03-01"," Deemed "," PV-R/0-4/02 "," England"," North East "," Northumberland "," MCS-00299987-P ","  "
" FIT00430164"," 1"," SP5 "," Photovoltaic "," Domestic"," 0.44 "," 2013-02-04"," Deemed "," PV-N/0-4/04H-2 "," England"," South West "," Wiltshire "," MCS-00458547-Q ","  "
" FIT00452595"," 1"," SP5 "," Photovoltaic "," Domestic"," 0.44 "," 2013-02-04"," Deemed "," PV-N/0-4/04H-4 "," England"," South West "," Wiltshire "," MCS-00459148-J ","  "
" FIT00474547"," 1"," SP5 "," Photovoltaic "," Domestic"," 0.44 "," 2013-02-04"," Deemed "," PV-R/0-4/04H-4 "," England"," South West "," Wiltshire "," MCS-00458554-M ","  "
" FIT00734800"," 1"," SP5 "," Photovoltaic "," Domestic"," 0.44 "," 2013-02-04"," Deemed "," PV-R/0-4/06H "," England"," South West "," Wiltshire "," MCS-00458549-R ","  "
" FIT00077574"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.45 "," 2011-05-16"," Deemed "," PV-N/0-4/02 "," England"," South East "," Reading "," MCS-00059641-D ","  "
" FIT00184610"," 1"," RG26 "," Photovoltaic "," Domestic"," 0.45 "," 2011-05-01"," Deemed "," PV-R/0-4/02 "," England"," South East "," Basingstoke and Deane "," MCS-00012277-P ","  "
" FIT00252393"," 1"," KT10 "," Photovoltaic "," Commercial"," 0.45 "," 2011-04-01"," Deemed "," PV-R/0-4/02 "," England"," South East "," Elmbridge "," MCS-00048084-I ","  "
" FIT00285032"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-R/0-4/02 R "," England"," South East "," Swale "," MCS-00240131-H ","  "
" FIT00285036"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00240186-D ","  "
" FIT00285039"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00135409-T ","  "
" FIT00285041"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00135416-A ","  "
" FIT00285042"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00240217-G ","  "
" FIT00285046"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-R/0-4/02 R "," England"," South East "," Swale "," MCS-00135423-B ","  "
" FIT00285052"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-11-18"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00164383-Q ","  "
" FIT00285061"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-10-28"," Deemed "," PV-R/0-4/02 R "," England"," South East "," Swale "," MCS-00135427-O ","  "
" FIT00285067"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-11-18"," Deemed "," PV-R/0-4/02 R "," England"," South East "," Swale "," MCS-00245287-Y ","  "
" FIT00285077"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-11-18"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00164410-I ","  "
" FIT00285079"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-11-08"," Deemed "," PV-N/0-4/02 R "," England"," South East "," Swale "," MCS-00245289-O ","  "
" FIT00285082"," 1"," Unk "," Photovoltaic "," Domestic"," 0.45 "," 2011-11-18"," Deemed "," PV-R/0-4/02 R "," England"," South East "," Swale "," MCS-00211464-L ","  "
" FIT00285085"," 1"," ME13 "," Photovoltaic "," Domestic"," 0.45 "," 2011-11-18"," Deemed "," PV-R/0-4/02 R "," England"," South East "," Swale "," MCS-00211617-I ","  "
" FIT00296331"," 1"," AL3 "," Photovoltaic "," Domestic"," 0.45 "," 2012-02-28"," Deemed "," PV-R/0-4/02 R "," England"," East of England "," St Albans "," MCS-00302695-Y ","  "
" FIT00367548"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.45 "," 2012-06-18"," Deemed "," PV-R/0-4/03H-3 "," England"," South East "," Reading "," MCS-00356369-H ","  "
" FIT00384731"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2012-09-11"," Deemed "," PV-R/0-4/03H-4 "," England"," South East "," Mid Sussex "," MCS-00397319-P ","  "
" FIT00388897"," 1"," TN14 "," Photovoltaic "," Domestic"," 0.45 "," 2013-01-25"," Deemed "," PV-R/0-4/04M-1 "," England"," South East "," Sevenoaks "," MCS-00443629-D ","  "
" FIT00398601"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2012-04-23"," Deemed "," PV-R/0-4/04H "," England"," South East "," Mid Sussex "," MCS-00415734-G ","  "
" FIT00462207"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.45 "," 2013-09-24"," Deemed "," PV-N/0-4/04H-4 "," England"," East of England "," Colchester "," MCS-00523297-W ","  "
" FIT00463648"," 1"," S60 "," Photovoltaic "," Domestic"," 0.45 "," 2013-09-04"," Deemed "," PV-N/0-4/04M-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00515061-F ","  "
" FIT00480032"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2012-09-11"," Deemed "," PV-N/0-4/04H-4 "," England"," South East "," Mid Sussex "," MCS-00397327-D ","  "
" FIT00480980"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.45 "," 2013-01-14"," Deemed "," PV-R/0-4/04H-4 "," England"," South East "," Mid Sussex "," MCS-00433149-W ","  "
" FIT00482768"," 1"," S60 "," Photovoltaic "," Domestic"," 0.45 "," 2013-09-04"," Deemed "," PV-R/0-4/04M-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00515032-S ","  "
