"FIT ID","No.","Post Code","Technology","Installation","kW","Commission","Export","Tariff","Country","GO Region","Local Authority","Related ID","Generator Name"
" FIT00128292"," 1"," NE5 "," Photovoltaic "," Domestic"," 0.47 "," 2011-07-22"," Deemed "," PV-N/0-4/02 "," England"," North East "," Newcastle upon Tyne "," MCS-00084692-O ","  "
" FIT00008378"," 1"," BA3 "," Photovoltaic "," Domestic"," 0.48 "," 2009-10-20"," Deemed "," PV-R/0-4/01 "," England"," South West "," Mendip "," R03018RWEN "," Simon Power Solar "
" FIT00012041"," 1"," SY1 "," Photovoltaic "," Domestic"," 0.48 "," 2009-09-01"," Deemed "," PV-R/0-4/01 "," England"," West Midlands "," Shropshire "," R02330RWEN "," AS Dorsett "
" FIT00155355"," 1"," EX33 "," Photovoltaic "," Domestic"," 0.48 "," 2011-12-10"," Deemed "," PV-R/0-4/02 "," England"," South West "," North Devon "," MCS-00244167-Y ","  "
" FIT00156205"," 1"," Unk "," Photovoltaic "," Commercial"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175267-S ","  "
" FIT00156268"," 1"," Unk "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175271-Q ","  "
" FIT00156352"," 1"," Unk "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175226-N ","  "
" FIT00156393"," 1"," HU17 "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175255-D ","  "
" FIT00156460"," 1"," Unk "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175247-P ","  "
" FIT00156512"," 1"," Unk "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175232-M ","  "
" FIT00156543"," 1"," Unk "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-24"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," East Riding of Yorkshire "," MCS-00175216-G ","  "
" FIT00181881"," 1"," GL5 "," Photovoltaic "," Domestic"," 0.48 "," 2011-11-15"," Deemed "," PV-R/0-4/02 "," England"," South West "," Stroud "," MCS-00187468-A ","  "
" FIT00211604"," 1"," PE32 "," Photovoltaic "," Commercial"," 0.48 "," 2011-09-20"," Deemed "," PV-R/0-4/02 "," England"," East of England "," Breckland "," MCS-00127190-I ","  "
" FIT00307739"," 1"," SE11 "," Photovoltaic "," Domestic"," 0.48 "," 2012-03-21"," Deemed "," PV-R/0-4/02 R "," England"," London "," Lambeth "," MCS-00316523-E ","  "
" FIT00314952"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-11"," Deemed "," PV-N/0-4/03H-2 "," England"," West Midlands "," Birmingham "," MCS-00350087-I ","  "
" FIT00322240"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-17"," Deemed "," PV-R/0-4/03 H "," England"," West Midlands "," Birmingham "," MCS-00350102-Y ","  "
" FIT00326159"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-11"," Deemed "," PV-R/0-4/03 H "," England"," West Midlands "," Birmingham "," MCS-00350079-C ","  "
" FIT00329444"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-05-15"," Deemed "," PV-R/0-4/03H-2 "," England"," South East "," South Oxfordshire "," MCS-00346674-E ","  "
" FIT00335684"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-10"," Deemed "," PV-N/0-4/03H-2 "," England"," South East "," South Oxfordshire "," MCS-00335066-G ","  "
" FIT00337397"," 1"," KT22 "," Photovoltaic "," Domestic"," 0.48 "," 2012-06-12"," Deemed "," PV-N/0-4/03H-2 "," England"," South East "," Mole Valley "," MCS-00394894-P ","  "
" FIT00346695"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-17"," Deemed "," PV-R/0-4/03H-3 "," England"," West Midlands "," Birmingham "," MCS-00350106-D ","  "
" FIT00348977"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-08-17"," Deemed "," PV-R/0-4/03H-2 "," England"," West Midlands "," Birmingham "," MCS-00398157-S ","  "
" FIT00350670"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386240-K ","  "
" FIT00350675"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386238-E ","  "
" FIT00350678"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386237-M ","  "
" FIT00350681"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386236-U ","  "
" FIT00350688"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386235-M ","  "
" FIT00350690"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386234-E ","  "
" FIT00350697"," 1"," CM6 "," Photovoltaic "," Commercial"," 0.48 "," 2012-07-28"," Deemed "," PV-N/0-4/03 H "," England"," East of England "," Uttlesford "," MCS-00386233-W ","  "
" FIT00361597"," 1"," B26 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-05"," Deemed "," PV-R/0-4/03H-3 "," England"," West Midlands "," Birmingham "," MCS-00404625-I ","  "
" FIT00362869"," 1"," SS7 "," Photovoltaic "," Domestic"," 0.48 "," 2012-07-27"," Deemed "," PV-N/0-4/03H-2 "," England"," East of England "," Castle Point "," MCS-00385868-D ","  "
" FIT00363175"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-31"," Deemed "," PV-N/0-4/03H-3 "," England"," West Midlands "," Birmingham "," MCS-00419779-J ","  "
" FIT00363352"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.48 "," 2012-06-22"," Deemed "," PV-N/0-4/03H-3 "," England"," East of England "," Colchester "," MCS-00363401-V ","  "
" FIT00364824"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-09"," Deemed "," PV-N/0-4/03H-3 "," England"," East of England "," Colchester "," MCS-00407240-H ","  "
" FIT00367202"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-10"," Deemed "," PV-R/0-4/03H-2 "," England"," South East "," South Oxfordshire "," MCS-00335069-D ","  "
" FIT00372090"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-12"," Deemed "," PV-R/0-4/03H-3 "," England"," South East "," Reading "," MCS-00421162-O ","  "
" FIT00374898"," 1"," CM6 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-16"," Deemed "," PV-R/0-4/03 M "," England"," East of England "," Uttlesford "," MCS-00335131-O ","  "
" FIT00379383"," 1"," TN20 "," Photovoltaic "," Domestic"," 0.48 "," 2011-07-06"," Deemed "," PV-N/0-4/03H-4 "," England"," South East "," Wealden "," MCS-00084774-D ","  "
" FIT00380019"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2012-08-31"," Deemed "," PV-N/0-4/04H "," England"," East of England "," Stevenage "," MCS-00398015-T ","  "
" FIT00382040"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-12"," Deemed "," PV-R/0-4/03H-4 "," England"," South East "," Reading "," MCS-00421167-J ","  "
" FIT00392428"," 1"," CA11 "," Photovoltaic "," Domestic"," 0.48 "," 2012-05-24"," Deemed "," PV-N/0-4/03H-4 "," England"," North West "," Eden "," MCS-00407611-H ","  "
" FIT00399179"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-13"," Deemed "," PV-N/0-4/04H "," England"," South East "," Reading "," MCS-00421179-K ","  "
" FIT00401519"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-09-17"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," South Oxfordshire "," MCS-00399434-V ","  "
" FIT00405189"," 1"," CM11 "," Photovoltaic "," Domestic"," 0.48 "," 2012-01-13"," Deemed "," PV-R/0-4/04H-1 "," England"," East of England "," Chelmsford "," MCS-00252605-I ","  "
" FIT00406540"," 1"," CM3 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-05"," Deemed "," PV-N/0-4/04H-1 "," England"," East of England "," Chelmsford "," MCS-00336889-C ","  "
" FIT00412557"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-06-12"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," South Oxfordshire "," MCS-00359255-E ","  "
" FIT00417319"," 1"," CB2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-06-11"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Cambridge "," MCS-00482800-S ","  "
" FIT00417465"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-05-02"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Stevenage "," MCS-00471088-K ","  "
" FIT00418464"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-22"," Deemed "," PV-N/0-4/04H-1 "," England"," South East "," Reading "," MCS-00467546-D ","  "
" FIT00418601"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-05-23"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Stevenage "," MCS-00477070-E ","  "
" FIT00419849"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-30"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Stevenage "," MCS-00471084-P ","  "
" FIT00421889"," 1"," B24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-31"," Deemed "," PV-N/0-4/04H-1 "," England"," West Midlands "," Birmingham "," MCS-00419781-V ","  "
" FIT00422833"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-09"," Deemed "," PV-N/0-4/04H-1 "," England"," East of England "," Colchester "," MCS-00407192-R ","  "
" FIT00425752"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-09-17"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," South Oxfordshire "," MCS-00399421-I ","  "
" FIT00427233"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-13"," Deemed "," PV-N/0-4/04H "," England"," South East "," Reading "," MCS-00421174-G ","  "
" FIT00427508"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-30"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Stevenage "," MCS-00471238-E ","  "
" FIT00429082"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-15"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Reading "," MCS-00421192-D ","  "
" FIT00437627"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-20"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Stevenage "," MCS-00420293-O ","  "
" FIT00437807"," 1"," CB2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-06-10"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Cambridge "," MCS-00482409-F ","  "
" FIT00441490"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-05-23"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," Stevenage "," MCS-00477068-R ","  "
" FIT00441757"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-15"," Deemed "," PV-R/0-4/04H-3 "," England"," South East "," Reading "," MCS-00421194-C ","  "
" FIT00441798"," 1"," NR18 "," Photovoltaic "," Domestic"," 0.48 "," 2013-10-30"," Deemed "," PV-N/0-4/04H-3 "," England"," East of England "," South Norfolk "," MCS-00432794-V ","  "
" FIT00441825"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-22"," Deemed "," PV-R/0-4/04H-1 "," England"," South East "," Reading "," MCS-00467543-Q ","  "
" FIT00444699"," 1"," CM24 "," Photovoltaic "," Domestic"," 0.48 "," 2012-08-17"," Deemed "," PV-N/0-4/03H-3 "," England"," East of England "," Uttlesford "," MCS-00393947-R ","  "
" FIT00449171"," 1"," SW15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-07-19"," Deemed "," PV-N/0-4/04H-4 "," England"," London "," Wandsworth "," MCS-00500121-W ","  "
" FIT00449397"," 1"," CB2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-10-04"," Deemed "," PV-N/0-4/04H-4 "," England"," East of England "," Cambridge "," MCS-00532527-W ","  "
" FIT00450868"," 1"," OX10 "," Photovoltaic "," Domestic"," 0.48 "," 2012-05-15"," Deemed "," PV-R/0-4/04H-3 "," England"," South East "," South Oxfordshire "," MCS-00346701-H ","  "
" FIT00452883"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-08-07"," Deemed "," PV-N/0-4/04H-3 "," England"," South East "," Reading "," MCS-00504637-K ","  "
" FIT00453152"," 1"," BA15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-04"," Deemed "," PV-R/0-4/04H-3 "," England"," South West "," Wiltshire "," MCS-00536726-L ","  "
" FIT00461996"," 1"," BR5 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-13"," Deemed "," PV-N/0-4/04H-4 "," England"," London "," Bromley "," MCS-00423186-P ","  "
" FIT00466098"," 1"," GU52 "," Photovoltaic "," Domestic"," 0.48 "," 2013-07-29"," Deemed "," PV-N/0-4/04H-3 "," England"," South East "," Hart "," MCS-00501401-B ","  "
" FIT00466771"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2013-12-05"," Deemed "," PV-N/0-4/04H-4 "," England"," East of England "," Thurrock "," MCS-00559490-C ","  "
" FIT00468836"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-13"," Deemed "," PV-R/0-4/04H-2 "," England"," South East "," Reading "," MCS-00421177-Y ","  "
" FIT00471515"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-07-03"," Deemed "," PV-R/0-4/04H-3 "," England"," South East "," Reading "," MCS-00527690-E ","  "
" FIT00473116"," 1"," BR5 "," Photovoltaic "," Domestic"," 0.48 "," 2013-02-14"," Deemed "," PV-R/0-4/04H-4 "," England"," London "," Bromley "," MCS-00489861-B ","  "
" FIT00475865"," 1"," CO4 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-04"," Deemed "," PV-R/0-4/04H-4 "," England"," East of England "," Colchester "," MCS-00461386-S ","  "
" FIT00482124"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-18"," Deemed "," PV-R/0-4/04H-4 "," England"," East of England "," Stevenage "," MCS-00414682-S ","  "
" FIT00484728"," 1"," SW15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-07-30"," Deemed "," PV-N/0-4/04H-4 "," England"," London "," Wandsworth "," MCS-00502908-O ","  "
" FIT00493233"," 1"," BR5 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-13"," Deemed "," PV-N/0-4/04H-4 "," England"," London "," Bromley "," MCS-00423182-D ","  "
" FIT00500061"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-18"," Deemed "," PV-N/0-4/04H-3 "," England"," South East "," Reading "," MCS-00518005-M ","  "
" FIT00501195"," 1"," CM6 "," Photovoltaic "," Domestic"," 0.48 "," 2012-05-02"," Deemed "," PV-N/0-4/05H "," England"," East of England "," Uttlesford "," MCS-00339629-Y ","  "
" FIT00505105"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-30"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Stevenage "," MCS-00471240-X ","  "
" FIT00506184"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2014-02-24"," Deemed "," PV-N/0-4/05H "," England"," East of England "," Thurrock "," MCS-00585612-C ","  "
" FIT00513242"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2014-02-24"," Deemed "," PV-N/0-4/05H-1 "," England"," East of England "," Thurrock "," MCS-00585592-C ","  "
" FIT00515305"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2013-12-05"," Deemed "," PV-N/0-4/05H "," England"," East of England "," Thurrock "," MCS-00559508-Q ","  "
" FIT00523262"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2014-02-24"," No Export "," PV-N/0-4/05H-1 "," England"," East of England "," Thurrock "," MCS-00585607-P ","  "
" FIT00525913"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2013-10-31"," Deemed "," PV-N/0-4/05H-1 "," England"," East of England "," Thurrock "," MCS-00546004-P ","  "
" FIT00528463"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-21"," Deemed "," PV-N/0-4/05H-2 "," England"," South East "," Reading "," MCS-00626714-T ","  "
" FIT00531211"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-18"," Deemed "," PV-R/0-4/04H-3 "," England"," South East "," Reading "," MCS-00518006-T ","  "
" FIT00536980"," 1"," BA15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-06-25"," Deemed "," PV-N/0-4/05H-1 "," England"," South West "," Wiltshire "," MCS-00490607-C ","  "
" FIT00540334"," 1"," CB2 "," Photovoltaic "," Domestic"," 0.48 "," 2014-09-08"," Deemed "," PV-N/0-4/05H-2 "," England"," East of England "," Cambridge "," MCS-00670178-E ","  "
" FIT00545236"," 1"," CA11 "," Photovoltaic "," Domestic"," 0.48 "," 2012-05-23"," Deemed "," PV-R/0-4/04H-2 "," England"," North West "," Eden "," MCS-00407592-C ","  "
" FIT00550013"," 1"," BR5 "," Photovoltaic "," Domestic"," 0.48 "," 2014-08-25"," Deemed "," PV-N/0-4/05H-2 "," England"," London "," Bromley "," MCS-00667499-R ","  "
" FIT00558965"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2014-08-04"," Deemed "," PV-N/0-4/05H-2 "," England"," East of England "," Thurrock "," MCS-00658291-H ","  "
" FIT00559119"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2014-09-22"," Deemed "," PV-R/0-4/05H-2 "," England"," East of England "," Thurrock "," MCS-00678482-O ","  "
" FIT00569552"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-18"," No Export "," PV-R/0-4/05H-3 "," England"," South East "," Reading "," MCS-00518009-Y ","  "
" FIT00569728"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-18"," Deemed "," PV-R/0-4/05H "," England"," South East "," Reading "," MCS-00518008-L ","  "
" FIT00570079"," 1"," BA15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-30"," Deemed "," PV-R/0-4/05H-1 "," England"," South West "," Wiltshire "," MCS-00536622-O ","  "
" FIT00576700"," 1"," BA15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-30"," Deemed "," PV-R/0-4/05H-1 "," England"," South West "," Wiltshire "," MCS-00536589-M ","  "
" FIT00580373"," 1"," TN21 "," Photovoltaic "," Domestic"," 0.48 "," 2013-11-21"," Deemed "," PV-R/0-4/04M-4 "," England"," South East "," Wealden "," MCS-00553290-S ","  "
" FIT00584858"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-18"," Deemed "," PV-N/0-4/05H-3 "," England"," East of England "," Stevenage "," MCS-00414674-B ","  "
" FIT00588411"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-04-22"," Deemed "," PV-N/0-4/04H-3 "," England"," South East "," Reading "," MCS-00467519-R ","  "
" FIT00593665"," 1"," CM3 "," Photovoltaic "," Domestic"," 0.48 "," 2012-04-05"," Deemed "," PV-N/0-4/05H-3 "," England"," East of England "," Chelmsford "," MCS-00336880-N ","  "
" FIT00594333"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-23"," Deemed "," PV-R/0-4/05H-2 "," England"," South East "," Reading "," MCS-00626884-F ","  "
" FIT00596274"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-21"," Deemed "," PV-R/0-4/05H-2 "," England"," South East "," Reading "," MCS-00626874-D ","  "
" FIT00598586"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-03-17"," Deemed "," PV-R/0-4/05H-1 "," England"," South East "," Reading "," MCS-00604893-T ","  "
" FIT00599655"," 1"," CH48 "," Photovoltaic "," Domestic"," 0.48 "," 2014-09-29"," Deemed "," PV-R/0-4/05H-2 "," England"," North West "," Wirral "," MCS-00683440-B ","  "
" FIT00599828"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-22"," Deemed "," PV-R/0-4/06H "," England"," South East "," Reading "," MCS-00626704-Q ","  "
" FIT00607336"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-22"," Deemed "," PV-R/0-4/06H "," England"," South East "," Reading "," MCS-00626871-R ","  "
" FIT00612366"," 1"," SG2 "," Photovoltaic "," Domestic"," 0.48 "," 2012-11-20"," Deemed "," PV-N/0-4/04H-2 "," England"," East of England "," Stevenage "," MCS-00420296-D ","  "
" FIT00616622"," 1"," BA15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-09-04"," Deemed "," PV-R/0-4/05H-2 "," England"," South West "," Wiltshire "," MCS-00536714-T ","  "
" FIT00642753"," 1"," SW15 "," Photovoltaic "," Domestic"," 0.48 "," 2013-07-31"," Deemed "," PV-N/0-4/06H-1 "," England"," London "," Wandsworth "," MCS-00502920-K ","  "
" FIT00653757"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-21"," Deemed "," PV-R/0-4/05H-3 "," England"," South East "," Reading "," MCS-00626730-Q ","  "
" FIT00657550"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-08-07"," Deemed "," PV-R/0-4/06H-1 "," England"," South East "," Reading "," MCS-00504629-F ","  "
" FIT00659299"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2013-07-03"," Deemed "," PV-R/0-4/06H-1 "," England"," South East "," Reading "," MCS-00494686-U ","  "
" FIT00663213"," 1"," CB2 "," Photovoltaic "," Domestic"," 0.48 "," 2014-09-09"," Deemed "," PV-N/0-4/06H-1 "," England"," East of England "," Cambridge "," MCS-00670246-X ","  "
" FIT00674104"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2013-10-31"," Deemed "," PV-N/0-4/04H-4 "," England"," East of England "," Thurrock "," MCS-00545983-E ","  "
" FIT00677641"," 1"," CA11 "," Photovoltaic "," Domestic"," 0.48 "," 2012-10-04"," Deemed "," PV-N/0-4/06H-2 "," England"," North West "," Eden "," MCS-00408411-K ","  "
" FIT00680201"," 1"," CB2 "," Photovoltaic "," Domestic"," 0.48 "," 2013-10-04"," Deemed "," PV-N/0-4/06H-1 "," England"," East of England "," Cambridge "," MCS-00532526-V ","  "
" FIT00696016"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.48 "," 2014-02-24"," Deemed "," PV-N/0-4/06H-2 "," England"," East of England "," Thurrock "," MCS-00585614-M ","  "
" FIT00704847"," 1"," HP11 "," Photovoltaic "," Domestic"," 0.48 "," 2010-11-10"," Deemed "," PV-R/0-4/06H-1 "," England"," South East "," Wycombe "," MCS-00023162-X ","  "
" FIT00726822"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-23"," Deemed "," PV-N/0-4/06H "," England"," South East "," Reading "," MCS-00626888-F ","  "
" FIT00764976"," 1"," CA11 "," Photovoltaic "," Domestic"," 0.48 "," 2012-05-24"," Deemed "," PV-R/0-4/06L-FR "," England"," North West "," Eden "," MCS-00407612-Y ","  "
" FIT00767161"," 1"," CB1 "," Photovoltaic "," Domestic"," 0.48 "," 2014-06-17"," Deemed "," PV-R/0-4/06L-FR "," England"," East of England "," Cambridge "," MCS-00639772-G ","  "
" FIT00782090"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.48 "," 2014-05-22"," Deemed "," PV-R/0-4/06H-2 "," England"," South East "," Reading "," MCS-00626879-B ","  "
" FIT00069285"," 1"," LS12 "," Photovoltaic "," Commercial"," 0.49 "," 2011-07-29"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Leeds "," MCS-00086436-N ","  "
" FIT00084123"," 1"," BH31 "," Photovoltaic "," Domestic"," 0.49 "," 2011-08-22"," Deemed "," PV-R/0-4/02 "," England"," South West "," East Dorset "," MCS-00093278-K ","  "
" FIT00198487"," 1"," SP4 "," Photovoltaic "," Domestic"," 0.49 "," 2011-06-13"," Deemed "," PV-R/0-4/02 "," England"," South West "," Wiltshire "," MCS-00252477-F ","  "
" FIT00198564"," 1"," LA5 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-05"," Deemed "," PV-R/0-4/02 "," England"," North West "," Lancaster "," MCS-00237593-X ","  "
" FIT00231158"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00211815-C ","  "
" FIT00232671"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00212337-U ","  "
" FIT00245592"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00212052-D ","  "
" FIT00245614"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00212252-T ","  "
" FIT00245750"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-08"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00211865-D ","  "
" FIT00269127"," 1"," B76 "," Photovoltaic "," Domestic"," 0.49 "," 2011-07-11"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Birmingham "," MCS-00084200-B ","  "
" FIT00275168"," 1"," BA3 "," Photovoltaic "," Domestic"," 0.49 "," 2012-01-18"," Deemed "," PV-R/0-4/02 R "," England"," South West "," Bath and North East Somerset "," MCS-00251932-L ","  "
" FIT00281963"," 1"," SY6 "," Photovoltaic "," Domestic"," 0.49 "," 2011-09-19"," Deemed "," PV-N/0-4/03 H "," England"," West Midlands "," Shropshire "," MCS-00114494-H ","  "
" FIT00283729"," 1"," BR3 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-09"," Deemed "," PV-R/0-4/02 "," England"," London "," Bromley "," MCS-00242137-S ","  "
